,bw_avg,bw_std
0,12499.999999999996,7699.459607045635
1,12499.999999999998,5667.41914166376
2,12500.0,6094.80532068119
3,12500.0,7177.632186826081
4,12499.999999999998,1449.872474718006
5,12499.999999999982,3858.8653788006854
6,12499.999999999998,4758.083180493376
7,12499.999999999998,8340.244312955976
8,12500.000000000005,5160.53738711009
9,12499.999999999989,4783.642245214702
10,12500.000000000002,6930.744737033802
11,12499.999999999998,7974.3095925804
12,12500.000000000005,6192.2205218524605
13,12499.999999999995,8083.413359541553
14,12499.999999999998,4526.426594855291
15,12499.999999999998,8517.751378219258
16,12500.000000000007,12368.236351158825
17,12499.999999999995,8707.582471950684
18,12499.999999999996,6597.132521503361
19,12500.00000000002,7268.122511447947
20,12500.000000000004,6794.616017739148
21,12499.999999999993,4742.807886484045
22,12500.00000000001,7604.673005169434
23,12499.999999999993,4557.771143557878
24,12500.000000000004,6241.003005519162
25,12500.0,7960.115886529504
26,12500.000000000002,7439.803235718285
27,12500.000000000005,6270.821595787747
28,12500.0,6758.8326157356305
29,12500.000000000004,6489.794290261343
30,12499.99999999999,6226.640520269373
31,12500.00000000001,7402.471224499508
32,12499.999999999998,5047.510588695166
33,12500.000000000018,5286.797488617874
34,12499.999999999996,5992.786597007625
35,12499.999999999996,9329.39382336887
36,12500.000000000004,5089.246300801893
37,12500.000000000004,4354.674731684315
38,12499.999999999996,3084.582244608749
39,12500.00000000001,7242.842254020391
40,12499.999999999995,4974.847916013628
41,12500.000000000011,10257.156499732358
42,12499.999999999996,8923.977810048966
43,12499.999999999976,10243.468840951164
44,12500.0,5056.582043228501
45,12500.000000000005,5990.753052454768
46,12499.999999999993,4449.283089933854
47,12500.000000000002,5643.827428727819
48,12499.999999999987,5938.322984604633
49,12500.000000000016,6371.035447095634
50,12500.0,5570.91891475162
51,12499.999999999996,4685.724365277341
52,12500.000000000005,5181.89301789749
53,12500.000000000005,5077.747896657066
54,12500.000000000005,5473.333599930824
55,12500.000000000013,6126.337243196014
56,12499.999999999998,5774.499163639027
57,12500.00000000001,5708.805417712397
58,12499.999999999987,7475.257317749803
59,12500.00000000001,7369.133635029447
60,12499.999999999996,6591.097787903121
61,12499.999999999996,4618.4129055954045
62,12500.000000000002,4412.097580589006
63,12499.999999999985,4103.12109793665
64,12500.000000000007,6117.398426751017
65,12499.999999999993,4452.953507264366
66,12500.000000000004,4859.028643207602
67,12500.00000000001,4808.006849206655
68,12499.999999999993,4891.642882631492
69,12499.99999999999,5056.975000112786
70,12500.000000000005,7685.834578900427
71,12499.999999999998,7205.217159346509
72,12500.00000000001,4936.561484514257
73,12499.999999999987,4412.255802207572
74,12499.999999999993,5178.265377256703
75,12500.000000000002,4127.727902213831
76,12500.000000000002,3972.2831297280018
77,12500.000000000005,4373.70809616689
78,12500.000000000002,6309.752202316708
79,12500.000000000005,5132.559334676235
80,12500.0,4627.401402963096
81,12499.99999999999,4757.249564058602
82,12500.000000000002,4579.628165409668
83,12500.00000000001,3821.0177103565757
84,12499.999999999993,4256.316014518374
85,12500.000000000002,3948.205519437657
86,12500.0,4235.683132458504
87,12499.999999999998,2855.846415236242
88,12500.00000000001,4814.413094926906
89,12499.999999999996,3853.865955144832
90,12500.000000000002,3580.251942259037
91,12500.000000000002,3627.0051245872455
92,12500.000000000005,3610.528090182725
93,12500.000000000002,3492.200097100868
94,12500.000000000004,3293.4667465087487
95,12499.999999999996,3592.311252648822
96,12500.000000000015,4399.656573838745
97,12500.000000000024,3985.4252558866583
98,12499.999999999995,3872.287805164353
99,12499.999999999984,4617.45424817816
100,12500.000000000007,3639.8610156880586
101,12500.000000000005,5003.174831705919
102,12500.000000000002,3872.898772545243
103,12500.000000000007,5147.804474076485
104,12500.000000000002,4802.634607834552
105,12499.999999999995,4639.7775543445305
106,12500.00000000001,4512.690839061206
107,12500.000000000005,5592.232881811487
108,12500.000000000005,4017.121837135439
109,12500.000000000004,3967.691111988667
110,12499.999999999993,5647.537138430894
111,12500.000000000013,5371.01512898635
112,12500.000000000002,5760.734356253469
113,12500.000000000011,6422.168875906472
114,12500.00000000001,5532.438152368837
115,12499.999999999989,5360.481096764006
116,12500.000000000011,5299.998764580823
117,12500.000000000002,4125.09090467364
